State,State Code,2013 Urbanization,2013 Urbanization Code,Ten-Year Age Groups,Age Group Midpoint,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,% of Total Deaths
Washington,53,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,176,1141186,15.4226,0.00%
Oregon,41,Medium Metro,3,5-14 years,9,All Other Causes,O,248,1597084,15.5283,0.00%
Minnesota,27,Medium Metro,3,5-14 years,9,All Other Causes,O,72,463568,15.5317,0.00%
New York,36,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,339,2181749,15.538,0.00%
Kansas,20,Small Metro,4,5-14 years,9,All Other Causes,O,143,919765,15.5474,0.00%
North Carolina,37,Medium Metro,3,5-14 years,9,All Other Causes,O,1110,7107010,15.6184,0.00%
Florida,12,Medium Metro,3,5-14 years,9,All Other Causes,O,1498,9568493,15.6555,0.00%
Georgia,13,Large Central Metro,1,5-14 years,9,All Other Causes,O,313,1994326,15.6945,0.00%
California,6,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,89,566718,15.7045,0.00%
California,6,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,180,1145922,15.7079,0.00%
Iowa,19,Small Metro,4,5-14 years,9,All Other Causes,O,205,1301610,15.7497,0.00%
Utah,49,Small Metro,4,5-14 years,9,All Other Causes,O,102,640435,15.9267,0.00%
Tennessee,47,Medium Metro,3,5-14 years,9,All Other Causes,O,528,3314717,15.929,0.00%
Texas,48,Medium Metro,3,5-14 years,9,All Other Causes,O,1798,11206486,16.0443,0.00%
Arizona,4,Medium Metro,3,5-14 years,9,All Other Causes,O,329,2047021,16.0721,0.00%
Iowa,19,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,299,1858084,16.0918,0.00%
Michigan,26,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,403,2504388,16.0918,0.00%
Maryland,24,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,22,136690,16.0948,0.00%
Michigan,26,Medium Metro,3,5-14 years,9,All Other Causes,O,580,3598763,16.1166,0.00%
Illinois,17,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,318,1961574,16.2115,0.00%
Tennessee,47,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,287,1764604,16.2643,0.00%
Illinois,17,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,222,1350699,16.4359,0.00%
Virginia,51,Small Metro,4,5-14 years,9,All Other Causes,O,232,1404691,16.5161,0.00%
Maine,23,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,142,857776,16.5544,0.00%
Illinois,17,Small Metro,4,5-14 years,9,All Other Causes,O,374,2250194,16.6208,0.00%
Kansas,20,Medium Metro,3,5-14 years,9,All Other Causes,O,261,1570228,16.6218,0.00%
Oklahoma,40,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,198,1190975,16.625,0.00%
South Carolina,45,Medium Metro,3,5-14 years,9,All Other Causes,O,1069,6429916,16.6254,0.00%
Delaware,10,Medium Metro,3,5-14 years,9,All Other Causes,O,60,360862,16.6269,0.00%
West Virginia,54,Small Metro,4,5-14 years,9,All Other Causes,O,245,1470485,16.6612,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,373,2221558,16.79,0.00%
Pennsylvania,42,Large Central Metro,1,5-14 years,9,All Other Causes,O,965,5739791,16.8125,0.00%
Delaware,10,Small Metro,4,5-14 years,9,All Other Causes,O,61,362286,16.8375,0.00%
Montana,30,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,100,591036,16.9194,0.00%
Missouri,29,Small Metro,4,5-14 years,9,All Other Causes,O,252,1486680,16.9505,0.00%
Kentucky,21,Medium Metro,3,5-14 years,9,All Other Causes,O,247,1456163,16.9624,0.00%
Colorado,8,Large Central Metro,1,5-14 years,9,All Other Causes,O,193,1135204,17.0013,0.00%
Ohio,39,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,758,4448082,17.0411,0.00%
New Mexico,35,Small Metro,4,5-14 years,9,All Other Causes,O,194,1136743,17.0663,0.00%
Wisconsin,55,Large Central Metro,1,5-14 years,9,All Other Causes,O,387,2227866,17.3709,0.00%
Montana,30,Small Metro,4,5-14 years,9,All Other Causes,O,128,732189,17.4818,0.00%
Georgia,13,Small Metro,4,5-14 years,9,All Other Causes,O,612,3486561,17.5531,0.00%
Missouri,29,Medium Metro,3,5-14 years,9,All Other Causes,O,171,973960,17.5572,0.00%
Maryland,24,Medium Metro,3,5-14 years,9,All Other Causes,O,114,649210,17.5598,0.00%
Virginia,51,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,101,574427,17.5827,0.00%
Oregon,41,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,206,1170051,17.6061,0.00%
Nevada,32,Small Metro,4,5-14 years,9,All Other Causes,O,20,113319,17.6493,0.00%
Michigan,26,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,259,1455420,17.7956,0.00%
Alaska,2,Medium Metro,3,5-14 years,9,All Other Causes,O,166,928336,17.8815,0.00%
Kentucky,21,Small Metro,4,5-14 years,9,All Other Causes,O,169,944867,17.8861,0.00%
South Carolina,45,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,134,748022,17.9139,0.00%
Michigan,26,Large Central Metro,1,5-14 years,9,All Other Causes,O,1139,6354712,17.9237,0.00%
Georgia,13,Medium Metro,3,5-14 years,9,All Other Causes,O,466,2584675,18.0293,0.00%
Indiana,18,Large Central Metro,1,5-14 years,9,All Other Causes,O,375,2079908,18.0296,0.00%
Arizona,4,Small Metro,4,5-14 years,9,All Other Causes,O,327,1811448,18.0519,0.00%
Colorado,8,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,140,772453,18.1241,0.00%
Indiana,18,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,437,2403402,18.1826,0.00%
Arkansas,5,Medium Metro,3,5-14 years,9,All Other Causes,O,547,3006850,18.1918,0.00%
Utah,49,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,73,398279,18.3289,0.00%
Indiana,18,Small Metro,4,5-14 years,9,All Other Causes,O,436,2372967,18.3736,0.00%
Alabama,1,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,192,1043914,18.3923,0.00%
Colorado,8,Small Metro,4,5-14 years,9,All Other Causes,O,122,661292,18.4487,0.00%
Minnesota,27,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,246,1323916,18.5812,0.00%
Tennessee,47,Small Metro,4,5-14 years,9,All Other Causes,O,215,1155861,18.6009,0.00%
Alabama,1,Large Central Metro,1,5-14 years,9,All Other Causes,O,275,1477838,18.6083,0.00%
North Carolina,37,Small Metro,4,5-14 years,9,All Other Causes,O,356,1905607,18.6817,0.00%
Virginia,51,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,293,1565095,18.7209,0.00%
Kansas,20,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,246,1313708,18.7256,0.00%
Ohio,39,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,210,1120623,18.7396,0.00%
North Carolina,37,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,630,3359529,18.7526,0.00%
Alabama,1,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,224,1189978,18.8239,0.00%
Nebraska,31,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,145,766693,18.9124,0.00%
Wisconsin,55,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,302,1592855,18.9597,0.00%
Tennessee,47,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,267,1405032,19.0031,0.00%
Oklahoma,40,Large Central Metro,1,5-14 years,9,All Other Causes,O,312,1638261,19.0446,0.00%
Wyoming,56,Small Metro,4,5-14 years,9,All Other Causes,O,71,371957,19.0882,0.00%
South Dakota,46,Small Metro,4,5-14 years,9,All Other Causes,O,164,859047,19.0909,0.00%
Louisiana,22,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,387,2020477,19.1539,0.00%
Oklahoma,40,Medium Metro,3,5-14 years,9,All Other Causes,O,468,2441694,19.167,0.00%
Mississippi,28,Small Metro,4,5-14 years,9,All Other Causes,O,61,317912,19.1877,0.00%
Pennsylvania,42,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,166,865039,19.1899,0.00%
South Dakota,46,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,89,463681,19.1942,0.00%
Arizona,4,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,138,715211,19.295,0.00%
Texas,48,Small Metro,4,5-14 years,9,All Other Causes,O,735,3787968,19.4035,0.00%
Missouri,29,Large Central Metro,1,5-14 years,9,All Other Causes,O,435,2240289,19.4171,0.00%
Texas,48,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,744,3816086,19.4964,0.00%
Kentucky,21,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,355,1815272,19.5563,0.00%
Washington,53,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,58,295009,19.6604,0.00%
Tennessee,47,Large Central Metro,1,5-14 years,9,All Other Causes,O,705,3557331,19.8182,0.00%
South Carolina,45,Small Metro,4,5-14 years,9,All Other Causes,O,219,1090159,20.0888,0.00%
Louisiana,22,Medium Metro,3,5-14 years,9,All Other Causes,O,803,3982808,20.1617,0.00%
Indiana,18,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,229,1134885,20.1783,0.00%
Alaska,2,Small Metro,4,5-14 years,9,All Other Causes,O,46,227550,20.2153,0.00%
Maryland,24,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,36,177971,20.228,0.00%
Alabama,1,Small Metro,4,5-14 years,9,All Other Causes,O,524,2589935,20.2322,0.00%
Georgia,13,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,456,2249851,20.268,0.00%
Mississippi,28,Medium Metro,3,5-14 years,9,All Other Causes,O,461,2268035,20.326,0.00%
Mississippi,28,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,121,592498,20.422,0.00%
North Carolina,37,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,274,1340194,20.4448,0.00%
West Virginia,54,Medium Metro,3,5-14 years,9,All Other Causes,O,138,673246,20.4977,0.00%
Missouri,29,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,315,1528365,20.6103,0.00%
Florida,12,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,153,736792,20.7657,0.00%
Wyoming,56,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,71,339961,20.8847,0.00%
Nevada,32,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,111,527080,21.0594,0.00%
New Mexico,35,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,314,1489992,21.0739,0.00%
Nebraska,31,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,171,808551,21.1489,0.00%
Wyoming,56,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,110,513493,21.4219,0.00%
Alabama,1,Medium Metro,3,5-14 years,9,All Other Causes,O,619,2884926,21.4564,0.00%
West Virginia,54,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,130,603635,21.5362,0.00%
Missouri,29,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,405,1880542,21.5363,0.00%
District of Columbia,11,Large Central Metro,1,5-14 years,9,All Other Causes,O,213,985066,21.6229,0.00%
Oklahoma,40,Small Metro,4,5-14 years,9,All Other Causes,O,66,297291,22.2005,0.00%
Kentucky,21,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,491,2201585,22.3021,0.00%
Oklahoma,40,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,390,1747902,22.3125,0.00%
Idaho,16,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,222,985679,22.5225,0.00%
Oregon,41,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,46,203036,22.6561,0.00%
South Carolina,45,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,220,966744,22.7568,0.00%
Kansas,20,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,215,939526,22.8839,0.00%
Arkansas,5,Small Metro,4,5-14 years,9,All Other Causes,O,188,817038,23.0099,0.00%
West Virginia,54,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,196,834025,23.5005,0.00%
Arkansas,5,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,312,1318677,23.6601,0.00%
Texas,48,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,757,3165447,23.9145,0.00%
Idaho,16,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,77,320493,24.0255,0.00%
Arkansas,5,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,314,1297619,24.1982,0.00%
Louisiana,22,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,238,977879,24.3384,0.00%
Colorado,8,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,158,648088,24.3794,0.00%
Georgia,13,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,421,1712534,24.5835,0.00%
North Dakota,38,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,107,434487,24.6267,0.00%
Arkansas,5,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,35,141857,24.6727,0.00%
Mississippi,28,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,576,2296116,25.0858,0.00%
Louisiana,22,Small Metro,4,5-14 years,9,All Other Causes,O,520,2054076,25.3155,0.00%
South Carolina,45,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,192,748051,25.6667,0.00%
Oklahoma,40,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,323,1257569,25.6845,0.00%
Louisiana,22,Large Central Metro,1,5-14 years,9,All Other Causes,O,228,877254,25.9902,0.00%
Maryland,24,Large Central Metro,1,5-14 years,9,All Other Causes,O,347,1329318,26.1036,0.00%
Florida,12,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,179,666891,26.841,0.00%
Louisiana,22,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,235,875447,26.8434,0.00%
Montana,30,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,215,797613,26.9554,0.00%
Alabama,1,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,398,1460606,27.249,0.00%
Arizona,4,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,181,649514,27.867,0.00%
New Mexico,35,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,57,202524,28.1448,0.00%
Mississippi,28,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,500,1669875,29.9424,0.00%
Arizona,4,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,95,283870,33.466,0.00%
South Dakota,46,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,191,563934,33.8692,0.00%
Alaska,2,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,180,500651,35.9532,0.00%
Nevada,32,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,12,71120,16.87289089,0.00%
New Hampshire,33,NonCore (non-metro),6,5-14 years,9,All Other Causes,O,11,90265,12.18634022,0.00%
Alaska,2,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,11,105306,10.44574858,0.00%
West Virginia,54,Large Fringe Metro,2,5-14 years,9,All Other Causes,O,14,113581,12.32600523,0.00%
Massachusetts,25,Micropolitan (non-metro),5,5-14 years,9,All Other Causes,O,14,173551,8.066793046,0.00%
Ohio,39,Micropolitan (non-metro),5,5-14 years,9,Drug-Induced Causes,D,10,4448082,0.224815999,0.00%
Colorado,8,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,11,4614457,0.238381244,0.00%
Michigan,26,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,10,6354712,0.157363544,0.00%
South Carolina,45,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,10,6429916,0.155523027,0.00%
North Carolina,37,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,13,7107010,0.182917992,0.00%
Ohio,39,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,15,7379243,0.203272883,0.00%
Arizona,4,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,15,8982661,0.166988379,0.00%
Maryland,24,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,12,10256489,0.116999102,0.00%
Georgia,13,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,12,10510915,0.114167035,0.00%
Florida,12,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,18,10566259,0.170353575,0.00%
Texas,48,Medium Metro,3,5-14 years,9,Drug-Induced Causes,D,11,11206486,0.098157442,0.00%
California,6,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,11,11795510,0.093255824,0.00%
New Jersey,34,Large Fringe Metro,2,5-14 years,9,Drug-Induced Causes,D,10,13281970,0.075290036,0.00%
Florida,12,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,12,13823383,0.08680943,0.00%
New York,36,Large Central Metro,1,5-14 years,9,Drug-Induced Causes,D,18,20544984,0.087612626,0.00%
Massachusetts,25,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,0,19554,0,0.00%
Massachusetts,25,NonCore (non-metro),6,55-64 years,59,Alcohol-Induced Causes,A,0,19554,0,0.00%
Iowa,19,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,55,1634021,3.3659,0.00%
South Dakota,46,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,22,400840,5.4885,0.00%
Kansas,20,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,47,841111,5.5878,0.00%
Minnesota,27,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,76,1265585,6.0051,0.00%
Iowa,19,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,62,1026967,6.0372,0.00%
South Dakota,46,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,40,654540,6.1112,0.00%
Virginia,51,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,466,7463223,6.244,0.00%
Minnesota,27,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,80,1277115,6.2641,0.00%
Nebraska,31,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,47,729019,6.447,0.00%
Virginia,51,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,120,1780754,6.7387,0.00%
New York,36,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,61,887100,6.8763,0.00%
Alabama,1,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,74,1056547,7.0039,0.00%
Pennsylvania,42,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,65,915557,7.0995,0.00%
Wisconsin,55,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,118,1634981,7.2172,0.00%
Nebraska,31,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,45,609393,7.3844,0.00%
Mississippi,28,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,30,405794,7.3929,0.00%
Virginia,51,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,101,1348521,7.4897,0.00%
New York,36,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,155,2063195,7.5126,0.00%
Maine,23,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,78,1030902,7.5662,0.00%
Missouri,29,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,140,1833914,7.6339,0.00%
Delaware,10,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,21,274097,7.6615,0.00%
Iowa,19,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,82,1063911,7.7074,0.00%
Ohio,39,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,71,908966,7.8111,0.00%
Mississippi,28,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,139,1755686,7.9171,0.00%
New York,36,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,135,1689334,7.9913,0.00%
Virginia,51,Medium Metro,3,55-64 years,59,Drug-Induced Causes,D,112,1386530,8.0777,0.00%
Illinois,17,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,559,6915248,8.0836,0.00%
Michigan,26,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,136,1675503,8.117,0.00%
South Carolina,45,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,79,967729,8.1634,0.00%
New Jersey,34,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,908,11117403,8.1674,0.00%
New York,36,Medium Metro,3,55-64 years,59,Drug-Induced Causes,D,292,3552078,8.2205,0.00%
Michigan,26,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,190,2286078,8.3112,0.00%
Connecticut,9,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,53,634216,8.3568,0.00%
Illinois,17,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,109,1304137,8.358,0.00%
Wisconsin,55,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,127,1510988,8.4051,0.00%
Mississippi,28,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,109,1289441,8.4533,0.00%
Indiana,18,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,81,946412,8.5586,0.00%
Alaska,2,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,31,360375,8.6022,0.00%
Connecticut,9,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,37,427630,8.6523,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,200,2300990,8.6919,0.00%
Arkansas,5,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,112,1278218,8.7622,0.00%
Georgia,13,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,142,1602830,8.8593,0.00%
Montana,30,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,72,809530,8.894,0.00%
Illinois,17,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,161,1805064,8.9194,0.00%
Kansas,20,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,125,1400861,8.9231,0.00%
Alabama,1,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,206,2304553,8.9388,0.00%
Texas,48,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,262,2908131,9.0092,0.00%
Missouri,29,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,388,4269818,9.087,0.00%
Nebraska,31,Medium Metro,3,55-64 years,59,Drug-Induced Causes,D,155,1694195,9.1489,0.00%
Pennsylvania,42,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,211,2300340,9.1726,0.00%
Alabama,1,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,124,1337859,9.2685,0.00%
Wisconsin,55,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,232,2502112,9.2722,0.00%
New Hampshire,33,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,77,827462,9.3056,0.00%
Mississippi,28,Large Fringe Metro,2,55-64 years,59,Alcohol-Induced Causes,A,38,405794,9.3644,0.00%
Maine,23,Small Metro,4,55-64 years,59,Drug-Induced Causes,D,49,517880,9.4617,0.00%
Idaho,16,NonCore (non-metro),6,55-64 years,59,Drug-Induced Causes,D,31,326755,9.4872,0.00%
Texas,48,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,272,2845760,9.5581,0.00%
New York,36,Large Fringe Metro,2,55-64 years,59,Drug-Induced Causes,D,1001,10466068,9.5642,0.00%
Arkansas,5,Micropolitan (non-metro),5,55-64 years,59,Drug-Induced Causes,D,109,1129150,9.6533,0.00%
